Bain CM360 Report

Date/Time Generated,3/3/26 9:45 PM
Report Time Zone,Europe/London
Account ID,2558272
Date Range,1/1/25 - 2/28/26
MRC Accredited Metrics,"Clicks(Desktop Display, Desktop Rich Media, Desktop Video, In-App Display, In-App Rich Media, In-App Video, Mobile Display, Mobile Rich Media, Mobile Video)",Active View metrics are accredited only when Measurement Source = Measured
"Reporting numbers are finalized after seven days, unless communicated otherwise."

Report Fields
Month,Campaign,Site (CM360),Placement,Placement ID,Impressions,Clicks
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle2_Macro_TarrifsPhase1_InFeedUnit,420082408,380460,761
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle2_Macro_TarrifsPhase1_InsightsCTA,420315749,0,9
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle3_Energy_AgendaPhase1_ContentLandingPage,420083101,729,69
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle3_Energy_AgendaPhase1_InFeedUnit,420606330,379469,759
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle3_Energy_AgendaPhase1_InsightsCTA,420318854,0,7
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay1_300x250,420310868,836,5
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay1_300x600,420200371,848,12
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay1_728x90,420597810,162,7
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay2_300x250,420447311,815,0
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay2_300x600,420214363,826,1
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay2_728x90,420447506,154,2
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay3_300x250,420737949,854,4
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay3_300x600,420739302,868,2
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay3_728x90,420456020,149,1
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle1_AI_BoardsPhase1_ContentLandingPage,420308024,844,20
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle1_AI_BoardsPhase1_InFeedUnit,420074158,412314,961
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle1_AI_BoardsPhase1_InsightsCTA,420597405,0,12
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle2_Macro_TarrifsPhase1_ContentLandingPage,420082585,859,18
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle2_Macro_TarrifsPhase1_InFeedUnit,420602712,413680,963
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle2_Macro_TarrifsPhase1_InsightsCTA,420081826,0,13
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle3_Energy_AgendaPhase1_ContentLandingPage,420317201,902,22
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle3_Energy_AgendaPhase1_InFeedUnit,420316025,446505,1023
2025-05,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle3_Energy_AgendaPhase1_InsightsCTA,420315347,0,15
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Audience+Contextual_Display_300x600,413951422,4546,3
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Audience+Contextual_Display_Macro_SeizeV2_Interscroller,417920363,11018,48
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Audience+Contextual_Display_Macro_SeizeV2_ResponsiveBillboard,418214946,10661,18
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Audience_Display_300x600,413951434,22396,8
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Audience_Display_Macro_SeizeV2_Interscroller,418214937,21772,86
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Audience_Display_Macro_SeizeV2_ResponsiveBillboard,417918866,18141,18
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Subscribers_Display_300x250,413951419,11465,34
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Subscribers_Display_300x600,413951416,40294,11
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Subscribers_Display_Macro_SeizeV2_AppInterscroller,417920495,3315,14
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Subscribers_Display_Macro_SeizeV2_Interscroller,418215750,41323,163
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_APAC_Subscribers_Display_Macro_SeizeV2_ResponsiveBillboard,417920606,41586,72
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Audience+Contextual_Display_300x600,413951368,2196,2
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Audience+Contextual_Display_Macro_SeizeV2_Interscroller,417674203,4552,12
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Audience+Contextual_Display_Macro_SeizeV2_ResponsiveBillboard,417904124,4617,8
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Audience_Display_300x600,413951374,6213,5
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Audience_Display_Macro_SeizeV2_Interscroller,417902354,8953,26
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Audience_Display_Macro_SeizeV2_ResponsiveBillboard,417900392,7883,9
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Subscribers_Display_300x250,413951365,6263,21
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Subscribers_Display_300x600,413951362,13592,8
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Subscribers_Display_Macro_SeizeV2_AppInterscroller,417674728,8613,25
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Subscribers_Display_Macro_SeizeV2_Interscroller,417904037,12743,56
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_CA_Subscribers_Display_Macro_SeizeV2_ResponsiveBillboard,417904280,12578,20
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Audience+Contextual_Display_300x600,414103421,15386,7
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Audience+Contextual_Display_Macro_SeizeV2_Interscroller,417904994,15909,52
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Audience+Contextual_Display_Macro_SeizeV2_ResponsiveBillboard,417905777,15252,17
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Audience_Display_300x600,413951356,26038,14
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Audience_Display_Macro_SeizeV2_Interscroller,418202871,29148,125
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Audience_Display_Macro_SeizeV2_ResponsiveBillboard,417904781,24107,19
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Subscribers_Display_300x250,414103415,7912,28
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Subscribers_Display_300x600,413951437,48885,23
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Subscribers_Display_Macro_SeizeV2_AppInterscroller,417675244,10820,30
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Subscribers_Display_Macro_SeizeV2_Interscroller,417907001,59339,192
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier1_Subscribers_Display_Macro_SeizeV2_ResponsiveBillboard,417678052,54991,66
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Audience+Contextual_Display_300x600,413951443,3475,2
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Audience+Contextual_Display_Macro_SeizeV2_Interscroller,417680791,7209,21
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Audience+Contextual_Display_Macro_SeizeV2_ResponsiveBillboard,417680125,6587,5
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Audience_Display_300x600,413951350,9468,6
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Audience_Display_Macro_SeizeV2_Interscroller,418206201,13802,42
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Audience_Display_Macro_SeizeV2_ResponsiveBillboard,417908228,10895,11
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Subscribers_Display_300x250,413951431,3845,15
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Subscribers_Display_300x600,413951446,21223,9
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Subscribers_Display_AI_CompetitiveAdvantage_AppInterscroller,422391008,0,1
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Subscribers_Display_Macro_SeizeV2_AppInterscroller,418207779,10835,31
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Subscribers_Display_Macro_SeizeV2_Interscroller,417680206,21278,61
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_EMEATier2_Subscribers_Display_Macro_SeizeV2_ResponsiveBillboard,417680173,18269,28
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Audience+Contextual_Display_300x600,413951404,1033,2
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Audience+Contextual_Display_AI_CompetitiveAdvantage_ResponsiveBillboard,422109355,0,1
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Audience+Contextual_Display_Macro_SeizeV2_Interscroller,417917645,2877,15
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Audience+Contextual_Display_Macro_SeizeV2_ResponsiveBillboard,418211301,2738,2
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Audience_Display_300x600,413951410,3709,1
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Audience_Display_Macro_SeizeV2_Interscroller,417915491,5720,30
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Audience_Display_Macro_SeizeV2_ResponsiveBillboard,417915812,4679,6
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Subscribers_Display_300x250,413951401,3253,17
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Subscribers_Display_300x600,413951398,7509,2
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Subscribers_Display_Macro_SeizeV2_AppInterscroller,418214742,4961,18
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Subscribers_Display_Macro_SeizeV2_Interscroller,418211955,7917,33
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_LATAM_Subscribers_Display_Macro_SeizeV2_ResponsiveBillboard,417917708,7686,13
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Audience+Contextual_Display_300x600,413951386,6109,2
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Audience+Contextual_Display_Macro_SeizeV2_Interscroller,417899345,9838,34
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Audience+Contextual_Display_Macro_SeizeV2_ResponsiveBillboard,417898151,10341,12
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Audience_Display_300x600,413951392,10971,3
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Audience_Display_Macro_SeizeV2_Interscroller,417666676,11211,56
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Audience_Display_Macro_SeizeV2_ResponsiveBillboard,417666133,14700,20
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Subscribers_Display_300x250,413951383,16941,56
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Subscribers_Display_300x600,413951380,33400,4
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Subscribers_Display_AI_CompetitiveAdvantage_AppInterscroller,422195995,0,1
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Subscribers_Display_AI_CompetitiveAdvantage_ResponsiveBillboard,422010397,0,1
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Subscribers_Display_Macro_SeizeV2_AppInterscroller,417898073,57565,67
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Subscribers_Display_Macro_SeizeV2_Interscroller,417667531,28160,120
2025-05,Bain Global Central Brand Campaign 2025,The Economist,Economist_US_Subscribers_Display_Macro_SeizeV2_ResponsiveBillboard,417899351,32188,53
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_GLOBAL_Subscribers_Display_Energy_Flex_FolioStandard,417777250,21,0
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_Global_Subscribers_Display_300x250,413954578,19605,28
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_Global_Subscribers_Display_300x600,413954575,2,0
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_Global_Subscribers_Display_970x250,413954569,3,0
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_Global_Subscribers_Display_AI_AcceleratedGrowthV2_Buyout970x250,421967038,0,1
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_Global_Subscribers_Display_WinwithAI_CompetitiveAdvantage_FolioStandard,420223376,19045,47
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_CustomABM+Contextual_Display_300x250,413954632,35381,14
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_CustomABM+Contextual_Display_300x600,413954626,24178,14
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_CustomABM+Contexual_Display_970x250,413954620,21940,8
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_CustomABM_Display_AI_CEOActions_FolioRiver,422155505,0,1
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_CustomABM_Display_Energy_Flex_FolioStandard,417933767,40,0
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_CustomABM_Display_WinwithAI_CompetitiveAdvantage_FolioStandard,420221147,42032,59
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_Subscribers_Display_300x250,413954596,308946,227
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_Subscribers_Display_300x600,413954590,3,0
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_Subscribers_Display_970x250,413954584,4,0
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_Subscribers_Display_AI_CEOActions_FolioRiver,421967254,0,1
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_Subscribers_Display_Energy_Flex_FolioStandard,418309191,300,12
2025-05,Bain Global Central Brand Campaign 2025,WSJ,WSJ_NAM_Subscribers_Display_WinwithAI_CompetitiveAdvantage_FolioStandard,420220118,348303,856
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Audience+Contextual_Display_300x250,413957359,20442,25
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Audience+Contextual_Display_300x600,413957356,4156,6
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Contextual_Display_300x250,413957350,16700,35
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Contextual_Display_300x600,413954647,3069,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Contextual_Display_970x250,413954644,3514,1
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_CustomABM+Contextual_Display_970x250,413957353,3520,3
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Subcribers_Display_300x250,413954641,21132,32
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Subcribers_Display_300x600,413954638,3199,5
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_APAC_Subscribers_Display_970x250,413954635,9949,13
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Audience+Contextual_Display_300x250,413957386,27032,50
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Audience+Contextual_Display_300x600,413957383,2901,6
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Contextual_Display_300x250,413957377,23731,31
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Contextual_Display_300x600,413957374,2395,4
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Contextual_Display_970x250,413957371,2414,5
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_CustomABM+Contextual_Display_970x250,413957380,1726,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Subcribers_Display_300x250,413957368,25951,44
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Subcribers_Display_300x600,413957365,1850,5
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier1_Subscribers_Display_970x250,413957362,3556,11
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Audience+Contextual_Display_300x250,415807141,11523,17
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Audience+Contextual_Display_300x600,416006741,1176,1
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Contextual_Display_300x250,416006534,10514,13
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Contextual_Display_300x600,415806418,924,1
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Contextual_Display_970x250,416006618,950,1
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_CustomABM+Contextual_Display_970x250,416326329,721,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Subcribers_Display_300x250,416327493,10768,22
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Subcribers_Display_300x600,416007914,736,1
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_EMEATier2_Subscribers_Display_970x250,416007944,1389,8
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Audience+Contextual_Display_300x250,413954629,5081,5
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Audience+Contextual_Display_300x600,413954623,877,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Contextual_Display_300x250,413954611,3981,4
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Contextual_Display_300x600,413954605,791,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Contextual_Display_970x250,413954599,838,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_CustomABM+Contextual_Display_970x250,413954617,579,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Subcribers_Display_300x250,413954593,5765,8
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Subcribers_Display_300x600,413954587,563,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_LATAM_Subscribers_Display_970x250,413954581,1272,6
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Audience+Contextual_Display_300x250,413948833,36053,55
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Audience+Contextual_Display_300x600,413957410,4768,3
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Contextual_Display_300x250,413957404,30579,45
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Contextual_Display_300x600,413957401,3818,6
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Contextual_Display_970x250,413957398,3795,2
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_CustomABM+Contextual_Display_970x250,413957407,3341,0
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Subcribers_Display_300x250,413957395,36466,40
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Subcribers_Display_300x600,413957392,3517,9
2025-06,Bain Global Central Brand Campaign 2025,FT,FT_NAM_Subscribers_Display_970x250,413957389,9181,32
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_APAC_Audience_Display_AI & Macro_Subtheme_Interscroller,423503116,170785,881
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_APAC_Audience_Display_AI & Macro_Subtheme_Interscroller,423667061,0,1
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_APAC_Contextual_Display_AI & Macro_Subtheme_Interscroller,423664742,221921,1323
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_Behavioural_Interscroller_Burst 1 - EMEA (Tier 1),423667052,170378,1183
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_EMEATier1_Audience_Display_AI & Macro_Subtheme_Interscroller,423664727,0,1
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_EMEATier1_Contextual_Display_AI & Macro_Subtheme_Interscroller,423667064,233209,1511
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_EMEATier2_Audience_Display_AI & Macro_Subtheme_Interscroller,423503113,42912,314
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_EMEATier2_Audience_Display_AI & Macro_Subtheme_Interscroller,423665570,0,2
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_EMEATier2_Contextual_Display_AI & Macro_Subtheme_Interscroller,424053375,65750,487
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_Global_Audience_Display_AI_CEOActions_Interscroller,423168116,0,1
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_Global_Audience_Display_AI_CompetitiveAdvantage_Interscroller,423167891,0,1
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_Global_Audience_Display_Macro_Seize_Interscroller,423167915,0,2
2025-06,Bain Global Central Brand Campaign 2025,Mobkoi,Mobkoi_Global_Audience_Display_Macro_TariffActions_Interscroller,423557358,0,1
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay1_300x250,420443291,1290,9
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay1_300x600,420455648,1325,25
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay1_728x90,420202225,80,0
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay2_300x250,420213283,1262,3
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay2_300x600,420455588,1296,11
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay2_728x90,420453923,68,1
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay3_300x250,420730212,1292,7
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay3_300x600,420214252,1323,11
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_AVDisplay3_728x90,420719481,54,0
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle1_AI_BoardsPhase1_ContentLandingPage,420082189,1333,114
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle1_AI_BoardsPhase1_InFeedUnit,420602559,631562,1373
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle1_AI_BoardsPhase1_InsightsCTA,420314570,0,4
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle2_Macro_TarrifsPhase1_ContentLandingPage,420316178,1322,91
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle2_Macro_TarrifsPhase1_InFeedUnit,420082408,623273,1369
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle3_Energy_AgendaPhase1_ContentLandingPage,420083101,1332,104
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_Global_Audience_NativeArticle3_Energy_AgendaPhase1_InFeedUnit,420606330,625571,1386
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay1_300x250,420310868,963,1
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay1_300x600,420200371,982,2
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay1_728x90,420597810,101,0
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay2_300x250,420447311,970,2
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay2_300x600,420214363,988,6
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay2_728x90,420447506,88,0
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay3_300x250,420737949,928,3
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay3_300x600,420739302,941,2
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_AVDisplay3_728x90,420456020,66,0
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle1_AI_BoardsPhase1_ContentLandingPage,420308024,1298,68
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle1_AI_BoardsPhase1_InFeedUnit,420074158,639480,1302
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle1_AI_BoardsPhase1_InsightsCTA,420597405,0,2
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle2_Macro_TarrifsPhase1_ContentLandingPage,420082585,1309,58
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle2_Macro_TarrifsPhase1_InFeedUnit,420602712,637828,1371
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle2_Macro_TarrifsPhase1_InsightsCTA,420081826,0,2
2025-06,Bain Global Central Brand Campaign 2025,Nativo Inc.,Nativo_NAM_Audience_NativeArticle3_Energy_AgendaPhase1_ContentLandingPage,420317201,1276,62
