Bain CM360 Report

Date/Time Generated,4/8/26 6:02 PM
Report Time Zone,Europe/London
Account ID,2558272
Date Range,3/1/26 - 3/31/26
MRC Accredited Metrics,"Clicks(Desktop Display, Desktop Rich Media, Desktop Video, In-App Display, In-App Rich Media, In-App Video, Mobile Display, Mobile Rich Media, Mobile Video)",Active View metrics are accredited only when Measurement Source = Measured
"Reporting numbers are finalized after seven days, unless communicated otherwise."

Report Fields
Month,Campaign,Site (CM360),Placement,Placement ID,Impressions,Clicks
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_LATAM_CustomABM+Contextual_Display_300x250_Q4,430125391,9,11
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_LATAM_CustomABM+Contextual_Display_300x600_Q4,430130149,14,4
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_LATAM_CustomABM+Contextual_Display_970x250_Q4,430763070,14,4
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_LATAM_Subscribers_Display_300x250_Q4,430125478,12,4
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_LATAM_Subscribers_Display_300x600_Q4,430771581,14,8
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_LATAM_Subscribers_Display_970x250_Q4,430366607,16,2
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_NAM_CustomABM+Contextual_Display_300x250_Q4,430123366,13,15
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_NAM_CustomABM+Contextual_Display_300x600_Q4,430371341,15,11
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_NAM_CustomABM+Contextual_Display_970x250_Q4,430115695,13,8
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_NAM_Subscribers_Display_300x250_Q4,430123885,12,12
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_NAM_Subscribers_Display_300x600_Q4,430369934,7,0
2026-03,Bain Global Central Brand Campaign 2025 - Q4,FT,FT_NAM_Subscribers_Display_970x250_Q4,430116307,10,0
2026-03,Bain Global Central Brand Campaign 2025 - Q4,The Economist,Economist_CA_Dec_Display_AI_ReimagineWins_ResponsiveBillboard_Q4,434570261,0,4
2026-03,Bain Global Central Brand Campaign 2025 - Q4,The Economist,Economist_EMEATier1_Dec_Display_AI_ReimagineWins_ResponsiveBillboard_Q4,434371444,2,0
2026-03,Bain Global Central Brand Campaign 2025 - Q4,The Economist,Economist_US_Jan_Display_Macro_STModels_ResponsiveBillboard_Q1,436829063,1,0
2026-03,Bain Global Central Brand Campaign 2025 - Q4,WSJ,WSJ_NAM_USNewsBuyout-11/10_Display_Energy_DataCenterDemand_HeroQuiz_Q4,432607388,4,0
2026-03,Bain Global Central Brand Campaign 2025 - Q4,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_AI_Dec_Q4,434490592,7,0
2026-03,Bain Global Central Brand Campaign 2025 - Q4,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_Jan_Q1,436424927,12,0
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_APAC_CustomABM+Contextual_Display_300x250_Q1,439447617,24878,42
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_APAC_CustomABM+Contextual_Display_300x600_Q1,439442457,3442,2
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_APAC_CustomABM+Contextual_Display_970x250_Q1,439130828,3405,7
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_APAC_Subscribers_Display_300x250_Q1,439143905,26348,26
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_APAC_Subscribers_Display_300x600_Q1,439462077,1963,7
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_APAC_Subscribers_Display_970x250_Q1,439131482,10710,15
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier1_CustomABM+Contextual_Display_300x250_Q1,439438986,39338,56
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier1_CustomABM+Contextual_Display_300x600_Q1,439449597,3291,4
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier1_CustomABM+Contextual_Display_970x250_Q1,439131233,2688,0
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier1_Subscribers_Display_300x250_Q1,439141142,44348,52
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier1_Subscribers_Display_300x600_Q1,439452474,2224,5
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier1_Subscribers_Display_970x250_Q1,439132736,7669,26
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier2_CustomABM+Contextual_Display_300x250_Q1,438951793,16626,24
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier2_CustomABM+Contextual_Display_300x600_Q1,438980863,1568,2
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier2_CustomABM+Contextual_Display_970x250_Q1,438961117,1268,4
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier2_Subscribers_Display_300x250_Q1,439150064,19167,19
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier2_Subscribers_Display_300x600_Q1,438982327,909,1
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_EMEATier2_Subscribers_Display_970x250_Q1,439131263,3236,7
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_LATAM_CustomABM+Contextual_Display_300x250_Q1,439143923,6063,12
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_LATAM_CustomABM+Contextual_Display_300x600_Q1,439462107,1093,1
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_LATAM_CustomABM+Contextual_Display_970x250_Q1,439131494,1000,2
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_LATAM_Subscribers_Display_300x250_Q1,439449552,7214,9
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_LATAM_Subscribers_Display_300x600_Q1,439161875,545,2
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_LATAM_Subscribers_Display_970x250_Q1,439131344,1908,14
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_NAM_CustomABM+Contextual_Display_300x250_Q4,439440138,46855,85
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_NAM_CustomABM+Contextual_Display_300x600_Q1,439449579,5357,3
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_NAM_CustomABM+Contextual_Display_970x250_Q1,439127714,5084,11
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_NAM_Subscribers_Display_300x250_Q1,439438194,44545,52
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_NAM_Subscribers_Display_300x600_Q1,439449588,3462,20
2026-03,Bain Global Central Brand Campaign 2026 - Q1,FT,FT_NAM_Subscribers_Display_970x250_Q1,439127741,23750,58
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_APAC_Audience_Display_300x250_Q1,439367007,30475,50
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_APAC_Feb_Display_Macro_STModels_Interscroller_Q1,439062104,42660,267
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_APAC_Feb_Display_Macro_STModels_ResponsiveBillboard_Q1,439062116,61664,53
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_EMEATier1_Audience_Display_300x250_Q1,439365882,60429,104
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_EMEATier1_Feb_Display_Macro_STModels_Interscroller_Q1,439029044,168954,903
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_EMEATier1_Feb_Display_Macro_STModels_ResponsiveBillboard_Q1,439062107,120092,127
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_LATAM_Audience_Display_300x250_Q1,439365933,16330,42
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_LATAM_Feb_Display_Macro_STModels_Interscroller_Q1,439061450,42311,300
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_LATAM_Feb_Display_Macro_STModels_ResponsiveBillboard_Q1,439054796,31703,36
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_US_Audience_Display_300x250_Q1,438879967,25031,50
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_US_Feb_Display_Macro_STModels_Interscroller_Q1,438871051,128119,655
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_US_Feb_Display_Macro_STModels_ResponsiveBillboard_Q1,439054781,200281,96
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_US_Takeover_Business&Finance_March_Display_300x250,442023514,37596,39
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_US_Takeover_Business&Finance_March_Display_300x600,442242443,20957,11
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_US_Takeover_Business&Finance_March_Display_300x600,442243808,21297,13
2026-03,Bain Global Central Brand Campaign 2026 - Q1,The Economist,Economist_US_Takeover_Business&Finance_March_Display_970x250,441961612,12522,12
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_ABM_Display_AI_1x1_April_Q2,444015555,2,3
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_ABM_Display_AI_300x250_April_Q2,443761517,3,2
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_ABM_Display_AI_300x600_April_Q2,443575501,3,2
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_ABM_Display_AI_970x250_April_Q2,444015495,4,3
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_C-Suite_Display_300x250_Q1,439034729,189404,193
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_C-Suite_Display_300x600_Q1,438862120,52386,29
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_C-Suite_Display_970x250_Q1,439348872,41799,31
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_C-Suite_Display_Macro_STStrategyActions_FolioRiver_Q1,439062143,39972,43
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DAVOS_CustomABM+Contextual_Display_300x250,438130228,339828,85
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DAVOS_CustomABM+Contextual_Display_300x600,438636738,192641,88
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DAVOS_CustomABM+Contextual_Display_970x250,438130231,215833,78
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DAVOS_Video,438145459,654,0
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DJID_Display_300x250_Q1,438865591,261967,390
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DJID_Display_300x600_Q1,439347390,6093,8
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DJID_Display_970x250_Q1,438862558,6503,6
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_DJID_Display_Macro_STStrategyActions_FolioRiver_Q1,438871135,19455,43
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_RON_Display_300x250_Q1,438878821,110526,141
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_Global_RunOfApp_Display_300x250_Q1,439043429,367442,440
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_1x1_March_Q1,442397175,15417,41
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_300x250_March_Q1,441944215,7839,8
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_300x600_Feb_Q1,439054811,2,2
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_300x600_March_Q1,441935557,3,3
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_300x600_March_Q1,441945652,7948,8
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_728x90_March_Q1,442397160,157,6
2026-03,Bain Global Central Brand Campaign 2026 - Q1,WSJ,WSJ_NAM_USNewsBuyout_Display_Frontpage-Buyout_Macro_970x250_March_Q1,442397187,3,3
Grand Total:,---,---,---,---,3256854,5257
